Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Kris Dunn,UTA,30,34,8,26,19.1,5.4,2.2,4.9,44,0.6,1.8,36.1,0.4,0.6,66.7,0.8,2.4,3.2,4,1.2,0.8,0.4,1.9,17.4,1,0,-1.4
Boban Marjanovic,HOU,35,5,3,2,7,5.4,2.2,3.2,68.8,0,0,0,1,1.8,55.6,0.2,2.6,2.8,0.4,0.6,0.2,0.2,0.4,10,0,0,1.8
Jevon Carter,CHI,28,35,17,18,14.6,5.4,2.1,5.5,38.3,1.2,3.5,33.6,0,0,0,0.2,0.7,0.9,1.4,0.6,0.5,0.3,1,10.4,1,0,0.3
Trey Jemison,MEM,24,10,2,8,22.4,5.4,2.4,4.9,49,0,0,0,0.6,0.8,75,2.4,2.8,5.2,1.4,1,0.2,1.3,2.2,17.2,0,0,-8.8
Ben Simmons,BKN,27,8,5,3,24.8,5.4,2.6,4.6,56.8,0,0,0,0.1,0.6,20,2.1,6.3,8.4,5,1.9,0.8,0.6,2.4,25.2,2,0,-3.6
Monte Morris,MIN,28,11,8,3,14.1,5.4,2.2,4.2,52.2,0.8,2,40.9,0.2,0.3,66.7,0.2,1.4,1.5,1.8,0.4,0.4,0.3,0.4,11.5,0,0,2.8
Robert Covington,PHI,33,14,9,5,16.7,5.4,1.8,3.4,53.2,0.9,1.9,48.1,0.9,1.1,75,0.9,2.4,3.2,0.8,0.5,1.4,0.6,2.4,15.7,0,0,1
Keon Johnson,BKN,22,3,0,3,8.7,5.3,1.3,3.3,40,0.3,1.7,20,2.3,2.7,87.5,0.3,1,1.3,0.7,1,0,0,0.7,6.9,0,0,-0.7
Shake Milton,NYK,27,27,14,13,13.4,5.3,2,4.6,43.5,0.6,1.5,37.5,0.8,1,77.8,0.4,1.5,2,1.5,0.7,0.3,0.1,1.4,10.5,0,0,-0.1
Taze Moore,POR,25,3,0,3,11.8,5.3,2.3,6,38.9,0.3,2.3,14.3,0.3,0.7,50,1.3,1.3,2.7,1.3,0.7,0.7,0,1.3,11.9,0,0,-9.7
Patrick Baldwin Jr.,WAS,21,16,3,13,16.1,5.3,1.9,4.8,39.5,1,2.8,35.6,0.6,0.8,75,0.6,3.7,4.3,0.8,0.5,0.8,0.4,1.4,14.7,1,0,-1.5
Jared Rhoden,DET,24,10,2,8,17,5.3,2.2,4.5,48.9,0.7,1.9,36.8,0.2,0.4,50,0.1,1.7,1.8,1.2,0.2,0.2,0.8,1.8,12.1,0,0,-1
Lester Quinones,GSW,23,19,14,5,13.2,5.3,1.7,4.2,41.8,1.1,2.7,39.2,0.7,1.1,70,0.6,1.6,2.3,1.4,0.5,0.2,0.1,1.2,10.5,0,0,1.1
Mouhamed Gueye,ATL,21,4,1,3,13.6,5.3,1.8,5,35,0.5,2,25,1.3,1.5,83.3,2,1.8,3.8,0.3,0.3,1,0.8,2.3,15.1,0,0,-9.3
Jae Crowder,MIL,33,27,10,17,22.2,5.2,1.9,5.3,36.1,0.9,3.3,26.7,0.4,0.7,66.7,0.5,2.6,3.1,1.1,0.5,0.9,0.2,1.7,13.3,0,0,-4
Mason Plumlee,LAC,34,24,17,7,13.9,5.2,1.9,3.2,59.2,0,0,0,1.4,2,69.4,1.4,3.5,4.9,0.7,0.5,0.4,0.3,1.5,13.6,1,0,1.9
Sasha Vezenkov,SAC,28,18,7,11,12.4,5.2,2.1,4.9,42,0.8,2.8,29.4,0.2,0.2,100,0.7,1.3,1.9,0.7,0.4,0.6,0.1,1,10.1,0,0,-1.3
Davion Mitchell,SAC,25,37,20,17,15.4,5.2,2,4.1,47.7,0.8,2.1,38.2,0.4,0.6,72.7,0.3,1.1,1.4,2.1,0.6,0.3,0.1,1.2,10.4,0,0,-1.2
Goga Bitadze,ORL,24,28,8,20,16.7,5.1,2.1,3.6,58.8,0,0.3,12.5,0.8,1.3,63.9,1.9,3.2,5.1,1.4,0.8,0.6,1.1,1.8,17.7,3,0,-1.8
Brandon Williams,DAL,24,8,4,4,7.4,5.1,1.9,4.3,44.1,0.3,1.3,20,1.1,1.4,81.8,0.3,0.6,0.9,1.5,0.5,0,0,0.3,7.9,0,0,-5.4
Justin Champagnie,WAS,22,8,1,7,13.4,5.1,2,5,40,0.8,3,25,0.4,0.6,60,0.5,1.9,2.4,1.3,0.5,0.6,1,1,14.2,0,0,-2.1
Mitchell Robinson,NYK,26,19,10,9,24.1,5.1,2.3,4,57.9,0,0,0,0.5,1.2,39.1,4.3,3.7,8,0.6,0.9,1.3,1.2,1.6,22,1,0,-0.6
Isaiah Livers,DET,25,11,0,11,22.3,5.1,1.9,5.5,35,0.7,3.1,23.5,0.5,1.1,50,0.8,1.5,2.3,0.8,0.5,0.7,0.3,2.2,11.5,0,0,-7.5
Armoni Brooks,BKN,25,6,1,5,10.9,5,1.8,4.5,40.7,1.3,3.2,42.1,0,0,0,0.7,1,1.7,0.5,0.2,0,0.2,0.2,8.1,0,0,7.2
Cam Reddish,LAL,24,21,9,12,20,5,1.8,4.8,36.6,0.7,2.1,33.3,0.8,1,72.7,0.7,1.5,2.2,1.2,0.5,0.9,0.4,1,13,0,0,-1.4
D.J. Wilson,PHI,28,2,1,1,7.7,5,2,3,66.7,1,1,100,0,0,0,0.5,0.5,1,1,0,0,1,0.5,10.7,0,0,1
Moussa Diabate,LAC,22,4,1,3,6.7,5,1.5,2.3,66.7,0,0,0,2,2.5,80,2,0.8,2.8,0,0,0.3,0,0.8,9.1,0,0,1.3
Kris Murray,POR,23,32,5,27,19.5,5,2,5.5,36.7,0.5,2.5,21.3,0.4,0.5,70.6,1.3,1.9,3.2,1,0.7,0.8,0.3,1.3,13.1,0,0,-4.1
Dean Wade,CLE,27,28,17,11,20.1,5,1.6,4.1,39.5,1.4,3.6,37.3,0.4,0.5,73.3,0.7,3.1,3.9,0.5,0.3,0.8,0.5,1.8,13.9,0,0,3.6
Dominick Barlow,SAS,20,17,3,14,13.2,4.9,1.9,4,47.1,0.1,0.4,28.6,1.1,1.4,75,1.6,2.1,3.7,0.9,0.2,0.3,0.3,1.5,12.2,0,0,-2.3
Josh Okogie,PHX,25,30,18,12,16,4.9,1.7,3.6,46.8,0.6,1.5,38.6,0.9,1.3,69.2,1.5,1.5,3,1,0.6,0.8,0.3,1,12.7,0,0,-1.1
Udoka Azubuike,PHX,24,6,4,2,12,4.8,2.2,2.8,76.5,0,0,0,0.5,1.5,33.3,1.8,2.3,4.2,0.5,0.3,0,0.5,2.5,11.8,1,0,-1.8
Eugene Omoruyi,WAS,27,26,3,23,8.6,4.8,1.9,3.8,51,0.3,1,34.6,0.6,1,61.5,0.5,0.9,1.4,0.8,0.6,0.6,0,1.5,9,0,0,-2.8
Kevon Looney,GSW,28,37,22,15,16.5,4.8,2.1,3.3,62.8,0,0,0,0.7,1.2,58.1,1.6,3.9,5.6,1.9,0.8,0.5,0.6,2.2,16.7,0,0,2.4
Chris Duarte,SAC,26,28,16,12,13.5,4.8,1.6,3.6,43.1,1,2.2,43.5,0.6,0.8,85.7,0.4,1.8,2.2,1,0.5,0.5,0.2,1.4,10.3,0,0,1.1
DeAndre Jordan,DEN,35,16,8,8,11.9,4.8,1.8,3.4,53.7,0,0,0,1.1,2.3,48.6,1.8,2.9,4.6,0.8,0.7,0.3,0.4,1.4,12.8,1,0,-4
Jalen McDaniels,TOR,26,26,5,21,13.2,4.7,1.7,4.5,38.1,0.4,1.7,23.3,0.8,1.1,75.9,0.5,1.7,2.2,1,0.8,0.6,0.1,1.6,10,0,0,-2.9
Blake Wesley,SAS,21,32,8,24,14.1,4.7,1.8,3.7,48.3,0.2,1,18.2,0.9,1.4,65.2,0.3,1,1.3,2.8,1.1,0.4,0.1,1.3,10.9,0,0,-1.5
Richaun Holmes,WAS,30,19,6,13,13.8,4.7,2.1,4.1,50,0.1,0.2,33.3,0.5,0.9,58.8,1.7,2.7,4.4,0.7,0.4,0.3,0.5,1.8,13,2,0,-3.8
Kobe Bufkin,ATL,20,9,2,7,10.9,4.7,2,5.1,39.1,0.4,2.2,20,0.2,0.4,50,0.2,1.9,2.1,1.4,0.7,0.1,0.1,1.1,9.4,0,0,-2.8
Thaddeus Young,PHX,35,21,8,13,14.3,4.7,2.2,3.5,63.5,0,0.3,16.7,0.1,0.3,42.9,1.6,1.8,3.4,1.8,0.7,0.8,0.1,1.8,13.3,0,0,-1
Dru Smith,MIA,26,8,6,2,15.3,4.6,1.8,3.9,45.2,0.9,2,43.8,0.3,0.3,100,0.8,1,1.8,1.6,0.6,1.1,0.4,1.4,13,0,0,-4.9
Omer Yurtseven,UTA,25,24,4,20,12.2,4.6,2.1,4.4,47.2,0.1,0.5,16.7,0.4,0.7,56.3,1.6,3.1,4.8,0.6,1,0.1,0.3,1.2,11.4,1,0,-6
Jock Landale,HOU,28,29,11,18,13.3,4.6,1.8,3.6,50,0.2,0.7,30,0.8,1.1,77.4,1.4,1.3,2.7,1.2,0.7,0.4,0.8,1.3,12.5,0,0,3.4
John Konchar,MEM,28,29,13,16,22.2,4.6,1.8,3.9,44.7,0.6,2.2,27.7,0.5,0.6,87.5,1.6,3.7,5.3,2.3,0.9,0.9,0.9,1.6,19,1,0,-2.2
Justin Holiday,DEN,35,28,15,13,15.2,4.6,1.8,3.6,48,1.1,2.7,40,0,0.1,50,0.1,1.1,1.3,1,0.2,0.5,0.1,1.5,9,0,0,0.4
DeJon Jarreau,MEM,26,5,1,4,19.4,4.6,1.8,6.6,27.3,0.8,2,40,0.2,1.4,14.3,1.4,4.4,5.8,3,1,0.8,0.2,1.6,18.1,0,0,-8
Drew Eubanks,PHX,27,36,19,17,16.1,4.6,1.8,2.8,66.7,0,0,100,0.9,1.1,78,1.4,2.7,4.1,1,0.8,0.3,0.9,1.7,13.8,0,0,-1.4
Delon Wright,MIA,31,23,10,13,15.6,4.6,1.5,3.7,41.7,0.6,1.1,50,1,1.2,81.5,0.4,1.4,1.8,2.5,0.3,1.3,0.2,0.7,14.6,0,0,-1.3
Gui Santos,GSW,21,11,8,3,10.1,4.5,1.6,2.8,58.1,0.5,1.1,50,0.7,0.8,88.9,0.9,1.8,2.7,0.7,0.5,0.3,0.2,1.3,9.7,0,0,1.5
JaVale McGee,SAC,36,24,13,11,7.4,4.5,2,3.3,60.3,0,0.2,0,0.6,1,62.5,1.2,2,3.3,0.3,0.8,0.3,0.3,0.9,10,0,0,0.9
Julian Strawther,DEN,22,27,16,11,11.2,4.5,1.6,4.4,35.3,0.9,2.9,29.5,0.6,0.7,78.9,0.1,1.1,1.2,1,0.4,0.5,0.2,1.1,9.1,0,0,-3
Craig Porter Jr.,CLE,24,24,15,9,11.9,4.5,1.8,3.6,50,0,0.4,11.1,0.9,1.3,65.6,0.4,2,2.3,2.1,0.8,0.4,0.2,0.8,11.4,0,0,0.7
Danuel House Jr.,PHI,30,16,10,6,15.6,4.5,1.4,3.4,42.6,0.4,1.6,24,1.3,1.6,80,0.5,1.1,1.6,1,0.5,0.8,0.3,1.4,10.8,0,0,-0.1
David Duke Jr.,SAS,24,2,1,1,10.6,4.5,1.5,4.5,33.3,0.5,1.5,33.3,1,1,100,0.5,3,3.5,2.5,0.5,0.5,0,0.5,13.5,0,0,-3
Keon Ellis,SAC,24,27,14,13,13.6,4.5,1.6,3.5,45.7,1.1,2.6,44.3,0.1,0.3,50,0.5,1.1,1.7,1.4,0.7,0.7,0.4,1.7,11,0,0,0.5
Rayan Rupert,POR,19,24,4,20,16.3,4.5,1.5,4.4,35.2,0.8,2,41.7,0.5,0.7,81.3,0.6,1.9,2.5,1.4,0.8,0.3,0.1,1.6,9.8,0,0,-4.9
Jamal Cain,MIA,25,14,8,6,11.3,4.4,1.7,3.9,44.4,0.4,1.4,31.6,0.6,0.6,88.9,0.7,1.1,1.8,0.2,0.4,0.6,0.1,0.7,8.5,0,0,-3.3
Bones Hyland,LAC,23,22,12,10,12.9,4.4,1.7,5,34.2,0.6,2.6,22.8,0.4,0.5,80,0.2,1.3,1.5,2.2,1,0.6,0.1,1.3,10.8,1,0,-0.9
Bol Bol,PHX,24,20,13,7,9.6,4.4,1.8,3,61,0.4,0.8,53.3,0.4,0.5,80,0.9,2.1,3,0.4,0.3,0.2,0.5,0.7,10.3,1,0,-0.5
Kenrich Williams,OKC,29,36,21,15,14.5,4.4,1.8,4,46.2,0.6,1.9,31.3,0.1,0.2,62.5,1,1.8,2.8,1.2,0.6,0.6,0.2,1.6,11.2,0,0,-0.5
Garrison Mathews,ATL,27,37,13,24,14.5,4.4,1.4,3.1,44.2,1.2,2.6,44.3,0.5,0.5,90,0.2,0.9,1.2,0.5,0.2,0.4,0.1,1.7,7.7,0,0,-2.8
Patty Mills,MIA,35,15,7,8,13.9,4.3,1.5,4.6,33.3,1,3.1,31.9,0.3,0.3,100,0.3,1,1.3,1.5,0.7,0.7,0.1,1.2,9.7,0,0,0.1
Sidy Cissoko,SAS,20,6,2,4,13,4.3,1.3,2.8,47.1,0.2,1.2,14.3,1.5,1.8,81.8,0.8,1.2,2,0.8,0.2,0.5,0.2,1.5,9.8,0,0,-2
Ben Sheppard,IND,22,28,13,15,14.3,4.3,1.5,3.9,38.2,0.9,2.8,31.2,0.5,0.6,81.3,0.4,1.5,1.9,1,0.3,0.7,0,1.6,9.9,0,0,-0.8
Seth Curry,CHA,33,22,10,12,13.7,4.3,1.4,4.4,31.3,0.6,2.2,28.6,1,1,91.3,0.3,1.3,1.6,1.2,0.6,0.5,0.1,1,9.2,0,0,-1
Jarace Walker,IND,20,17,8,9,12.2,4.3,1.7,3.9,43.3,0.9,2,44.1,0,0,0,0.4,1.7,2.1,1.8,0.6,0.6,0.5,1,12.2,0,0,-0.1
Brandon Boston Jr.,LAC,22,16,12,4,10.1,4.3,1.8,4.1,43.1,0.4,1.3,30,0.4,0.7,54.5,0.4,0.9,1.3,0.3,0.6,0.3,0.3,1.4,7.1,0,0,-5.9
Thomas Bryant,MIA,26,20,11,9,10.9,4.3,1.8,3.7,47.9,0.1,0.5,10,0.7,0.8,93.3,0.7,2.4,3,0.6,0.5,0.3,0.4,1,10,0,0,0.2
Xavier Tillman,BOS,25,30,17,13,17,4.2,1.7,4.6,37.7,0.4,1.4,26.2,0.3,0.7,50,1.4,2.5,3.9,1.4,0.7,0.7,0.9,1.4,15,1,0,-1.9
Oshae Brissett,BOS,25,25,18,7,13.3,4.2,1.4,2.8,49.3,0.4,1.3,31.3,1,1.7,57.1,1.4,1.7,3.1,0.9,0.2,0.2,0.1,1.2,10.1,0,0,3.5
Maxi Kleber,DAL,32,21,14,7,20.6,4.1,1.5,3.1,47.7,0.8,2,38.1,0.4,0.7,64.3,0.9,2.4,3.2,1.6,0.6,0.3,0.9,1.6,13.4,0,0,2.9
Ryan Rollins,MIL,21,8,1,7,6.9,4.1,1.5,2.6,57.1,0.4,0.5,75,0.8,1.1,66.7,0.1,1.4,1.5,1.4,0.9,0.8,0.4,0.9,10.5,0,0,6
Jalen Wilson,BKN,23,24,5,19,13.7,4.1,1.5,3.9,39.4,0.4,1.6,23.1,0.6,0.7,88.2,0.8,1.5,2.3,0.8,0.5,0.3,0.1,0.8,8.6,0,0,-1.8
Kira Lewis Jr.,UTA,23,12,4,8,12.3,4.1,1.6,4.3,36.5,0.2,1.3,12.5,0.8,0.9,81.8,0.3,1,1.3,1.3,0.7,0.3,0.1,0.5,8.3,0,0,-3.8
Caleb Houstan,ORL,21,27,9,18,13.2,4.1,1.3,3.6,35.1,1.1,3.4,31.9,0.5,0.6,76.5,0.3,0.7,1.1,0.4,0.3,0.3,0,1.1,6.7,0,0,-3.6
Bismack Biyombo,OKC,31,23,12,11,19.3,4,1.8,3.3,53.2,0,0,0,0.4,1.2,35.7,1.5,3.7,5.3,1.7,1.1,0.3,1,2.3,15.4,1,0,-0.4
Isaiah Thomas,PHX,35,2,1,1,6.1,4,1.5,3.5,42.9,1,2,50,0,0,0,0,0,0,1,0,0,0,0,5.5,0,0,-2
Izaiah Brockington,NOP,24,1,1,0,3.4,4,2,5,40,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6.4,0,0,3
MarJon Beauchamp,MIL,23,23,10,13,12,4,1.6,3.5,45.7,0.6,1.6,38.9,0.2,0.3,57.1,0.5,1.5,2,0.7,0.5,0.3,0.1,0.9,7.9,0,0,0.1
Matt Hurt,MEM,23,3,2,1,19.2,4,1.7,6.7,25,0.3,4.3,7.7,0.3,0.3,100,2.3,1,3.3,0.7,0.3,0.3,0.3,1,10.7,0,0,-5.7
Jacob Gilyard,BKN,25,24,9,15,16,4,1.4,3.2,42.9,1.2,2.8,43.9,0,0,0,0.2,1,1.1,2.7,0.8,0.8,0.1,0.9,11.1,0,0,-5.5
Troy Brown Jr.,DET,24,34,14,20,14.4,3.9,1.4,3.8,36.2,0.8,2.4,33.8,0.4,0.4,92.9,0.4,2,2.5,1,0.5,0.5,0,0.7,9.5,0,0,-3.9
Jaxson Hayes,LAL,23,33,17,16,12.3,3.9,1.6,2.3,71.1,0,0.1,0,0.7,0.9,71,0.9,1.7,2.6,0.6,0.5,0.5,0.3,1.7,9.8,1,0,-3.3
Leaky Black,CHA,24,13,2,11,10.9,3.9,1.5,2.2,65.5,0.6,0.8,72.7,0.4,0.5,71.4,0.4,1.7,2.1,0.8,0.3,0.4,0.4,0.6,9.7,0,0,-1.1
T.J. Warren,MIN,30,7,4,3,13.3,3.9,1.9,4.4,41.9,0.1,1.3,11.1,0,0,0,0.6,1.6,2.1,1.3,0.6,0.6,0,1.4,9.5,0,0,6.1
Max Christie,LAL,21,33,15,18,14.1,3.8,1.5,3.7,40.5,0.5,1.7,28.6,0.4,0.5,86.7,0.2,1.8,2,1,0.5,0.3,0.3,0.9,9.1,0,0,-1.6
Ish Wainright,PHX,29,6,0,6,8.2,3.8,1.2,3,38.9,1.2,2.5,46.7,0.3,0.3,100,0.5,1.5,2,0.2,0.3,0.5,0.2,1,8.2,0,0,-0.3
Moses Brown,POR,24,11,2,9,9,3.8,1.7,3,57.6,0,0,0,0.4,1.3,28.6,1,2.3,3.3,0.5,0.7,0.3,0.4,1.2,9.6,0,0,-2.4
Noah Clowney,BKN,19,11,3,8,14.9,3.8,1.5,3.5,42.1,0.5,1.6,27.8,0.5,0.8,55.6,0.8,1.9,2.7,1,0.7,0.5,0.3,0.8,10,0,0,-0.8
Keita Bates-Diop,BKN,28,29,15,14,11.8,3.8,1.4,3.1,45.6,0.4,1.3,32.4,0.6,0.7,84.2,0.7,1.4,2.1,0.7,0.3,0.4,0.7,0.6,10.5,0,0,0.6
Luka Samanic,UTA,24,23,4,19,8.9,3.8,1.3,3.4,38,0.2,1.4,15.2,1,1.1,84.6,0.4,1.9,2.3,0.3,0.8,0.1,0.1,0.7,7.1,0,0,-1.2
Neemias Queta,BOS,24,12,10,2,9.4,3.8,1.5,2.8,54.5,0,0,0,0.8,1.1,69.2,1.6,2.1,3.7,0.7,0.3,0.4,0.3,1.7,11.1,2,0,1.9
KJ Martin,PHI,23,31,15,16,13.3,3.7,1.7,3,55.3,0,0.3,10,0.4,0.7,50,0.9,1.5,2.4,0.8,0.6,0.5,0.2,1.8,9.4,1,0,2.1
Jaylin Williams,OKC,21,33,18,15,12.9,3.7,1.2,3.2,37.7,0.8,2.2,35.2,0.5,0.6,85.7,0.6,2.8,3.4,1.7,0.5,0.4,0.3,1.5,11.8,0,0,-0.2
Joe Ingles,ORL,36,32,15,17,16.8,3.7,1.3,3.1,40.4,0.9,2.4,38.2,0.3,0.5,62.5,0.3,1.5,1.8,2.7,0.8,0.7,0.1,1.1,11.2,0,0,-0.5
Jeff Dowtin Jr.,PHI,26,7,4,3,9.9,3.7,1.3,2.4,52.9,0.7,1.6,45.5,0.4,0.4,100,0.4,1.7,2.1,1.9,0.4,0.3,0,0.1,9.5,0,0,-0.3
Nate Williams,HOU,25,10,3,7,6.4,3.7,1.6,2.6,61.5,0.1,0.2,50,0.4,0.9,44.4,0.8,0.3,1.1,0.5,0.4,0.2,0.1,0.6,6.3,0,0,1.7
Marques Bolden,CHA,26,6,3,3,13,3.7,1.7,2.8,58.8,0,0.2,0,0.3,0.3,100,1,2,3,0.7,0.5,0.3,1,1,11.8,0,0,-0.2
Skylar Mays,LAL,26,19,6,13,10.7,3.6,1.6,3.6,43.5,0.2,0.9,23.5,0.3,0.4,62.5,0.2,1.1,1.3,2.6,0.6,0.2,0.2,0.7,9.5,2,0,-2.1
Orlando Robinson,MIA,23,16,9,7,9.8,3.6,1.3,2.3,56.8,0.4,0.5,75,0.6,0.9,71.4,0.8,1.9,2.8,1.4,0.6,0.4,0.4,1.1,10.7,1,0,3.3
Devonte' Graham,SAS,29,12,4,8,13.1,3.6,1.2,4.3,27.5,0.6,3.2,18.4,0.7,0.8,88.9,0.2,1.5,1.7,2,0.4,0.6,0.2,0.8,10.4,0,0,0.7
Olivier-Maxence Prosper,DAL,21,21,12,9,9.1,3.6,1.2,3.1,38.5,0.4,1.5,25.8,0.8,1.3,63,0.8,1.4,2.1,0.5,0.3,0.2,0,0.5,7.4,0,0,-3.6
Mike Muscala,OKC,32,27,5,22,11.5,3.6,1.2,3.3,36.7,0.6,1.9,28.8,0.6,0.8,71.4,0.8,1.5,2.3,0.5,0.5,0.2,0.1,1,7.7,0,0,-3.7
Maozinha Pereira,MEM,23,4,1,3,13.4,3.5,1.3,3.5,35.7,0.3,1.3,20,0.8,1.3,60,1.8,2.3,4,0.3,0.5,1,0.8,1.5,13.4,0,0,-1.8
Ish Smith,CHA,35,21,3,18,15.5,3.5,1.7,3.6,47.4,0,0.1,0,0,0.1,50,0.3,1.5,1.9,3,1.3,0.4,0.1,1.3,10.7,0,0,-7.7
Jordan McLaughlin,MIN,28,29,16,13,10.8,3.4,1.2,2.4,51.4,0.8,1.5,51.2,0.2,0.3,75,0.2,1.1,1.3,1.4,0.2,0.7,0.1,0.7,9.2,0,0,1.7
Lindy Waters III,OKC,26,21,9,12,7.8,3.4,1.3,2.9,45,0.8,2.1,36.4,0.1,0.1,100,0.3,0.9,1.2,0.6,0.1,0.2,0.1,0.5,6.8,0,0,-0.3
Oscar Tshiebwe,IND,24,7,2,5,5.8,3.4,1.3,2.7,47.4,0,0,0,0.9,1.1,75,1.1,1.1,2.3,0.3,0,0.3,0.1,0.4,7.9,0,0,2
JT Thor,CHA,21,32,8,24,12.7,3.4,1.3,2.8,47.3,0.6,1.4,40,0.2,0.3,45.5,0.6,1.9,2.5,0.5,0.3,0.2,0.5,1.2,8.8,0,0,1.1
Zeke Nnaji,DEN,23,30,17,13,10.5,3.4,1.3,3,44.9,0.1,0.4,36.4,0.6,1,60,1.4,1,2.4,0.7,0.5,0.2,0.6,1.6,9.3,0,0,-3.4
Jae'Sean Tate,HOU,28,30,8,22,13.7,3.4,1.4,3,46.1,0.2,0.9,23.1,0.4,0.6,76.5,1.1,1.8,2.9,0.7,0.6,0.5,0.1,2,9.3,0,0,-2.3
Harry Giles III,LAL,25,11,4,7,5.5,3.4,1.4,2.9,46.9,0.2,0.8,22.2,0.5,0.7,62.5,0.6,1,1.6,0.5,0.3,0.2,0.1,0.7,6.6,0,0,-2.1
